"Código","Nome Município","Hepatite B 1999-2007","Hepatite B 2008","Hepatite B 2009","Hepatite B 2010","Hepatite B 2011","Hepatite B 2012","Hepatite B 2013","Hepatite B 2014","Hepatite B 2015","Hepatite B 2016","Hepatite B 2017","Hepatite B 2018","Hepatite B 2019","Hepatite B 2020","Tx Det Hep B 2008","Tx Det Hep B 2009","Tx Det Hep B 2010","Tx Det Hep B 2011","Tx Det Hep B 2012","Tx Det Hep B 2013","Tx Det Hep B 2014","Tx Det Hep B 2015","Tx Det Hep B 2016","Tx Det Hep B 2017","Tx Det Hep B 2018","Tx Det Hep B 2019","Tx Det Hep B 2020","Hep B M Total","Hep B M 1999-2007","Hep B M 2008","Hep B M 2009","Hep B M 2010","Hep B M 2011","Hep B M 2012","Hep B M 2013","Hep B M 2014","Hep B M 2015","Hep B M 2016","Hep B M 2017","Hep B M 2018","Hep B M 2019","Hep B M 2020","Tx Det M Hep B M 2008","Tx Det M Hep B M 2009","Tx Det M Hep B M 2010","Tx Det M Hep B M 2011","Tx Det M Hep B M 2012","Tx Det M Hep B M 2013","Tx Det M Hep B M 2014","Tx Det M Hep B M 2015","Tx Det M Hep B M 2016","Tx Det M Hep B M 2017","Tx Det M Hep B M 2018","Tx Det M Hep B M 2019","Tx Det M Hep B M 2020","Hep B F Total","Hep B F 1999-2007","Hep B F 2008","Hep B F 2009","Hep B F 2010","Hep B F 2011","Hep B F 2012","Hep B F 2013","Hep B F 2014","Hep B F 2015","Hep B F 2016","Hep B F 2017","Hep B F 2018","Hep B F 2019","Hep B F 2020","Tx Det F Hep B F 2008","Tx Det F Hep B F 2009","Tx Det F Hep B F 2010","Tx Det F Hep B F 2011","Tx Det F Hep B F 2012","Tx Det F Hep B F 2013","Tx Det F Hep B F 2014","Tx Det F Hep B F 2015","Tx Det F Hep B F 2016","Tx Det F Hep B F 2017","Tx Det F Hep B F 2018","Tx Det F Hep B F 2019","Tx Det F Hep B F 2020","Óbitos B Total","Óbitos B 2000-2007","Óbitos B 2008","Óbitos B 2009","Óbitos B 2010","Óbitos B 2011","Óbitos B 2012","Óbitos B 2013","Óbitos B 2014","Óbitos B 2015","Óbitos B 2016","Óbitos B 2017","Óbitos B 2018","Óbitos B 2019"
220010,"Agricolândia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
220020,"Água Branca",1,1,0,0,0,0,0,0,0,0,0,0,0,0,6.11807892321811,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,12.5328988595062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
220025,"Alagoinha do Piauí",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
220027,"Alegrete do Piauí",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,20.3334688897926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,39.8724082934609,0,0,0,0,0,0,0,0,0,0,0,0,0,0
220030,"Alto Longá",0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,7.07113562438127,0,0,0,0,0,0,7.04473406128919,0,0,0,0,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,13.840830449827,0,0,0,0,0,0,14.052838673412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
220040,"Altos",0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,2.51667295834906,0,2.56206605006277,0,0,0,0,0,2.47825332705509,2.47279920870425,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5.06098486765525,0,0,0,3,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,4.92150204242335,0,5.04770077229822,0,0,0,0,0,0,4.84238051426081,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
220045,"Alvorada do Gurguéia",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,18.8323917137476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,39.1849529780564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
220050,"Amarante",1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,5.83600817041144,0,0,0,0,0,0,0,5.6844020009095,0,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,12.0235661897319,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10.9229929000546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
220060,"Angical do Piauí",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
220070,"Anísio de Abreu",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
220080,"Antônio Almeida",0,1,0,0,0,0,0,1,0,0,0,0,0,0,30.9501702259362,0,0,0,0,0,31.8979266347687,0,0,0,0,0,0,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,63.2511068943707,0,0,0,0,0,61.9962802231866,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
220090,"Aroazes",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
220095,"Aroeiras do Itaim",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,39.2003136025088,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,76.4525993883792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
220100,"Arraial",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
220105,"Assunção do Piauí",0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,11.953143676787,0,0,0,0,0,0,0,0,0,12.745347947999,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,23.5294117647059,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,25.693730729702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
220110,"Avelino Lopes",2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,8.66626224109542,0,0,0,0,0,3,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,17.3370319001387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
220115,"Baixa Grande do Ribeiro",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,9.14913083257091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,19.0621425848265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
220117,"Barra D'Alcântara",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
220120,"Barras",5,0,0,0,1,0,0,0,1,1,1,0,1,0,0,0,0,2.2146432209771,0,0,0,2.14748958467551,2.14183212319818,2.1362956633198,0,2.124675986912,0,5,3,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,4.29000429000429,0,4.27789185489391,0,5,2,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,4.45672519832427,0,0,0,4.28871638718532,4.27204374572796,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
220130,"Barreiras do Piauí",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
220140,"Barro Duro",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
220150,"Batalha",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,1
220155,"Bela Vista do Piauí",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,24.906600249066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,50.3271263210871,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
220157,"Belém do Piauí",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
220160,"Beneditinos",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
220170,"Bertolínia",0,1,0,0,0,0,0,0,0,0,0,1,0,0,18.3318056828598,0,0,0,0,0,0,0,0,0,18.1983621474067,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,36.5898280278083,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,37.0507595405706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
220173,"Betânia do Piauí",0,1,0,0,0,0,0,2,0,0,0,0,0,0,15.6764383132152,0,0,0,0,0,32.3676970383557,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,31.1332503113325,0,0,0,0,0,0,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,32.4149108589951,0,0,0,0,0,33.7040781934614,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
220177,"Boa Hora",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
220180,"Bocaina",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
220190,"Bom Jesus",3,0,0,0,0,0,0,1,0,0,0,0,2,2,0,0,0,0,0,0,4.15403148755868,0,0,0,0,7.94312720918226,7.87804781975027,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7.84313725490196,7,3,0,0,0,0,0,0,1,0,0,0,0,2,1,0,0,0,0,0,0,8.3139341536415,0,0,0,0,15.951507417451,7.91327055472027,0,0,0,0,0,0,0,0,0,0,0,0,0,0
220191,"Bom Princípio do Piauí",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
220192,"Bonfim do Piauí",0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,37.0851103282032,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,74.2666171555886,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
220194,"Boqueirão do Piauí",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,15.7059839798963,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,31.5656565656566,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
220196,"Brasileira",1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,24.339783375928,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,49.7141436738752,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
220198,"Brejo do Piauí",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
220200,"Buriti dos Lopes",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,1,0,0,0,0,0
220202,"Buriti dos Montes",0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,24.627508927472,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,47.3596968979399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
220205,"Cabeceiras do Piauí",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
220207,"Cajazeiras do Piauí",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
220208,"Cajueiro da Praia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
220209,"Caldeirão Grande do Piauí",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
220210,"Campinas do Piauí",0,1,0,0,0,0,0,0,0,0,0,1,0,0,17.3641257162702,0,0,0,0,0,0,0,0,0,17.8475816526861,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,33.8983050847458,0,0,0,0,0,0,0,0,0,36.1794500723589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
220211,"Campo Alegre do Fidalgo",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
220213,"Campo Grande do Piauí",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
220217,"Campo Largo do Piauí",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
220220,"Campo Maior",2,2,1,0,0,0,2,0,0,0,2,0,0,0,4.3642394221747,2.17032728535463,0,0,0,4.30505628861097,0,0,0,4.28228845495033,0,0,0,8,2,2,1,0,0,0,1,0,0,0,2,0,0,0,8.92976737955976,4.43852640923214,0,0,0,4.48410385184521,0,0,0,8.98230485942693,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4.13975823811889,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
220225,"Canavieira",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
220230,"Canto do Buriti",0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,4.95024998762438,4.9079754601227,0,0,0,4.77099236641221,0,4.73664266767715,0,0,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,9.95421063109695,9.86679822397632,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,9.45894816496406,0,9.37822376441902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
220240,"Capitão de Campos",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
220245,"Capitão Gervásio Oliveira",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,24.4738130200685,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,47.6871721506915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
220250,"Caracol",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,9.33271115258983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,18.9753320683112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
220253,"Caraúbas do Piauí",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,17.4489617867737,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,35.5871886120996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
220255,"Caridade do Piauí",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
220260,"Castelo do Piauí",1,0,1,1,0,1,0,0,1,0,0,0,0,0,0,5.22220481487284,5.45375218150087,0,5.45375218150087,0,0,5.41946672447431,0,0,0,0,0,3,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,10.7261611069398,11.1333778668448,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,10.690613641223,0,0,10.515247108307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
220265,"Caxingó",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
220270,"Cocal",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3.61519829362641,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7.18236012353659,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
220271,"Cocal de Telha",0,1,1,0,0,0,0,0,0,0,0,0,0,0,21.4961306964746,21.3401621852326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,42.0344682639765,41.5800415800416,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
220272,"Cocal dos Alves",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
